_id,comment,topic,polarity,confidence,related_text,review_id
680af08090094dcb8b884770,"- 非常小巧可爱😍，看着都好喜欢。用起来音量也很大，
音质音效：音质也很好
外形外观：外观满满的少女心
安装难易：安装方便
做工质感：非常有质感
其他特色：小巧可爱",音质音效,好评,1.0,音质音效：音质也很好,deaf5f8e-5951-4205-9bed-b3e50cf4ecb5
680af08090094dcb8b884770,"- 非常小巧可爱😍，看着都好喜欢。用起来音量也很大，
音质音效：音质也很好
外形外观：外观满满的少女心
安装难易：安装方便
做工质感：非常有质感
其他特色：小巧可爱",外形外观,好评,1.0,外形外观：外观满满的少女心,deaf5f8e-5951-4205-9bed-b3e50cf4ecb5
680af08090094dcb8b884770,"- 非常小巧可爱😍，看着都好喜欢。用起来音量也很大，
音质音效：音质也很好
外形外观：外观满满的少女心
安装难易：安装方便
做工质感：非常有质感
其他特色：小巧可爱",安装难易,好评,1.0,安装难易：安装方便,deaf5f8e-5951-4205-9bed-b3e50cf4ecb5
680af08090094dcb8b884770,"- 非常小巧可爱😍，看着都好喜欢。用起来音量也很大，
音质音效：音质也很好
外形外观：外观满满的少女心
安装难易：安装方便
做工质感：非常有质感
其他特色：小巧可爱",做工质感,好评,1.0,做工质感：非常有质感,deaf5f8e-5951-4205-9bed-b3e50cf4ecb5
680af08090094dcb8b884770,"- 非常小巧可爱😍，看着都好喜欢。用起来音量也很大，
音质音效：音质也很好
外形外观：外观满满的少女心
安装难易：安装方便
做工质感：非常有质感
其他特色：小巧可爱",其他特色,好评,1.0,其他特色：小巧可爱,deaf5f8e-5951-4205-9bed-b3e50cf4ecb5
680af08190094dcb8b884771,- 小巧轻便，颜值在线。,外观设计,好评,0.9,小巧轻便，颜值在线,05e00a47-b2a4-4f9f-a0a5-68143f1e4403
680af08290094dcb8b884772,"- 超好颜值的扩音器
外形外观：这款产品的质量和外观设计都非常出色，完全超出我的预期。卖家的服务态度也非常好，解答问题耐心细致。发货速度快，包装完好无损。整体非常满意！",外观设计,好评,0.95,这款产品的质量和外观设计都非常出色，完全超出我的预期。,9c3369ab-3e3f-4b45-be86-20e8318760bc
680af08290094dcb8b884772,"- 超好颜值的扩音器
外形外观：这款产品的质量和外观设计都非常出色，完全超出我的预期。卖家的服务态度也非常好，解答问题耐心细致。发货速度快，包装完好无损。整体非常满意！",售后服务,好评,0.85,卖家的服务态度也非常好，解答问题耐心细致。,9c3369ab-3e3f-4b45-be86-20e8318760bc
680af08290094dcb8b884772,"- 超好颜值的扩音器
外形外观：这款产品的质量和外观设计都非常出色，完全超出我的预期。卖家的服务态度也非常好，解答问题耐心细致。发货速度快，包装完好无损。整体非常满意！",物流包装,好评,0.75,发货速度快，包装完好无损。,9c3369ab-3e3f-4b45-be86-20e8318760bc
680af08390094dcb8b884773,- 纽曼小蜜蜂领夹式扩音器是京东商城购买的，送货上门速度很快。该产品佩戴方便，轻巧耐用，扩音效果不错，可以户外使用。,Delivery Speed,好评,0.9,送货上门速度很快,1dc5bcab-5c57-4981-83a1-bbec3070b941
680af08390094dcb8b884773,- 纽曼小蜜蜂领夹式扩音器是京东商城购买的，送货上门速度很快。该产品佩戴方便，轻巧耐用，扩音效果不错，可以户外使用。,Portability,好评,0.8,该产品佩戴方便，轻巧耐用,1dc5bcab-5c57-4981-83a1-bbec3070b941
680af08390094dcb8b884773,- 纽曼小蜜蜂领夹式扩音器是京东商城购买的，送货上门速度很快。该产品佩戴方便，轻巧耐用，扩音效果不错，可以户外使用。,Sound Quality,好评,0.85,扩音效果不错,1dc5bcab-5c57-4981-83a1-bbec3070b941
680af08390094dcb8b884773,- 纽曼小蜜蜂领夹式扩音器是京东商城购买的，送货上门速度很快。该产品佩戴方便，轻巧耐用，扩音效果不错，可以户外使用。,Outdoor Use,好评,0.75,可以户外使用,1dc5bcab-5c57-4981-83a1-bbec3070b941
680af08390094dcb8b884774,非常好用，音质很好，颜值也很漂亮，物超所值！,音质,好评,0.9,音质很好,bdf452fd-d96a-42ec-9784-d9b901153d15
680af08390094dcb8b884774,非常好用，音质很好，颜值也很漂亮，物超所值！,外观,好评,0.8,颜值也很漂亮,bdf452fd-d96a-42ec-9784-d9b901153d15
680af08490094dcb8b884775,不好用，无线的有延迟，又回声，根本没办法用,音质表现,差评,0.9,不好用，无线的有延迟，又回声，根本没办法用,97b20671-de58-469c-b7ef-bebd9a56097e
680af08490094dcb8b884776,两百多的东西，一直按操作去连接，连上了一会儿自己又断了，这个价格还不如一百多的方便吗！要让试多少次啊！,connectivity,差评,0.85,一直按操作去连接，连上了一会儿自己又断了,cc6acedd-36d9-4ea0-a2bc-9f44bcb10ac1
680af08490094dcb8b884776,两百多的东西，一直按操作去连接，连上了一会儿自己又断了，这个价格还不如一百多的方便吗！要让试多少次啊！,price,差评,0.75,这个价格还不如一百多的方便吗！,cc6acedd-36d9-4ea0-a2bc-9f44bcb10ac1
680af08690094dcb8b884777,自从买回来之后每天都用，半天没问题，但是买完之后就有国补！！！,音质,中评,0.6,自从买回来之后每天都用，半天没问题,f75016a3-4839-4880-98a1-4c9f7d955b03
680af08790094dcb8b884778,外观小巧，手感细腻，声音很大，语音清晰。,外观设计,好评,0.9,外观小巧，手感细腻,76eb8a91-a30b-48c6-b9bc-10cf2dac0057
680af08790094dcb8b884778,外观小巧，手感细腻，声音很大，语音清晰。,音质表现,好评,0.8,声音很大，语音清晰,76eb8a91-a30b-48c6-b9bc-10cf2dac0057
680af08790094dcb8b88477a,这款商品真的非常不错！🎉 质量好，性价比极高，使用起来特别满意。物流也很快，包装完好无损。强烈推荐给大家！👍✨,质量,好评,0.9,质量好，性价比极高，使用起来特别满意。,5e457ca6-88b6-49bc-b6d6-c832788b81ea
680af08790094dcb8b88477a,这款商品真的非常不错！🎉 质量好，性价比极高，使用起来特别满意。物流也很快，包装完好无损。强烈推荐给大家！👍✨,物流,好评,0.8,物流也很快，包装完好无损。,5e457ca6-88b6-49bc-b6d6-c832788b81ea
680af08890094dcb8b88477b,麦克风收音很好，小蜜蜂很好，材质是磨砂材质，黑色高质感，还能夹衣服，还自带有线麦克风，奎因效果也很好,Microphone,好评,0.8,麦克风收音很好，还自带有线麦克风,ec0f7826-327e-4afd-83d4-d7a039cf2a51
680af08890094dcb8b88477b,麦克风收音很好，小蜜蜂很好，材质是磨砂材质，黑色高质感，还能夹衣服，还自带有线麦克风，奎因效果也很好,Design,好评,0.7,材质是磨砂材质，黑色高质感，还能夹衣服,ec0f7826-327e-4afd-83d4-d7a039cf2a51
680af08890094dcb8b88477b,麦克风收音很好，小蜜蜂很好，材质是磨砂材质，黑色高质感，还能夹衣服，还自带有线麦克风，奎因效果也很好,Portability,中评,0.6,便携式，适合户外使用,ec0f7826-327e-4afd-83d4-d7a039cf2a51
680af08890094dcb8b88477b,麦克风收音很好，小蜜蜂很好，材质是磨砂材质，黑色高质感，还能夹衣服，还自带有线麦克风，奎因效果也很好,Sound Quality,好评,0.75,奎因效果很好,ec0f7826-327e-4afd-83d4-d7a039cf2a51
680af08a90094dcb8b88477c,很喜欢，很轻巧,音质,好评,0.9,很喜欢,69ac24ef-c697-419f-b24c-af3cd327564e
680af08a90094dcb8b88477c,很喜欢，很轻巧,便携性,好评,0.8,很轻巧,69ac24ef-c697-419f-b24c-af3cd327564e
680af08c90094dcb8b88477d,商品质量非常不错👍，声音清晰洪亮🎤，听歌效果很好，性价比也很高！包装完好无损，物流速度也很快📦。整体购物体验很满意，推荐给需要扩音设备的朋友们！💯,音质表现,好评,0.9,声音清晰洪亮🎤，听歌效果很好,f45e59f5-3663-486b-8281-3885900d25d4
680af08c90094dcb8b88477d,商品质量非常不错👍，声音清晰洪亮🎤，听歌效果很好，性价比也很高！包装完好无损，物流速度也很快📦。整体购物体验很满意，推荐给需要扩音设备的朋友们！💯,性价比,好评,0.8,性价比也很高,f45e59f5-3663-486b-8281-3885900d25d4
680af08c90094dcb8b88477d,商品质量非常不错👍，声音清晰洪亮🎤，听歌效果很好，性价比也很高！包装完好无损，物流速度也很快📦。整体购物体验很满意，推荐给需要扩音设备的朋友们！💯,物流速度,好评,0.7,物流速度也很快📦,f45e59f5-3663-486b-8281-3885900d25d4
680af08c90094dcb8b88477d,商品质量非常不错👍，声音清晰洪亮🎤，听歌效果很好，性价比也很高！包装完好无损，物流速度也很快📦。整体购物体验很满意，推荐给需要扩音设备的朋友们！💯,包装,好评,0.7,包装完好无损,f45e59f5-3663-486b-8281-3885900d25d4
680af08c90094dcb8b88477e,这款无线投关/扩音器简直是家庭聚会和户外活动的神器！🎉音质清晰，操作简单方便，连接也非常稳定👍。无论是唱歌还是看电影，都能带来更好的听觉体验💯。非常满意的一次购物体验，强烈推荐给大家！,音质,好评,0.9,音质清晰,074373e4-44ba-4f3a-a103-3d11e49d2c1a
680af08c90094dcb8b88477e,这款无线投关/扩音器简直是家庭聚会和户外活动的神器！🎉音质清晰，操作简单方便，连接也非常稳定👍。无论是唱歌还是看电影，都能带来更好的听觉体验💯。非常满意的一次购物体验，强烈推荐给大家！,操作便利性,好评,0.8,操作简单方便,074373e4-44ba-4f3a-a103-3d11e49d2c1a
680af08c90094dcb8b88477e,这款无线投关/扩音器简直是家庭聚会和户外活动的神器！🎉音质清晰，操作简单方便，连接也非常稳定👍。无论是唱歌还是看电影，都能带来更好的听觉体验💯。非常满意的一次购物体验，强烈推荐给大家！,连接稳定性,好评,0.7,连接也非常稳定,074373e4-44ba-4f3a-a103-3d11e49d2c1a
680af08c90094dcb8b88477e,这款无线投关/扩音器简直是家庭聚会和户外活动的神器！🎉音质清晰，操作简单方便，连接也非常稳定👍。无论是唱歌还是看电影，都能带来更好的听觉体验💯。非常满意的一次购物体验，强烈推荐给大家！,使用场景,好评,0.8,家庭聚会和户外活动的神器,074373e4-44ba-4f3a-a103-3d11e49d2c1a
680af08c90094dcb8b88477f,这款商品真的太棒了！👍 包装非常仔细，物流也很快📦。产品品质非常高，效果超出预期😊。强烈推荐给大家使用！感谢店家提供的优质服务和良好的购物体验！期待再次光顾！💖,Packaging,好评,0.9,包装非常仔细,8900a912-c566-4461-ad49-5c89b82beda4
680af08c90094dcb8b88477f,这款商品真的太棒了！👍 包装非常仔细，物流也很快📦。产品品质非常高，效果超出预期😊。强烈推荐给大家使用！感谢店家提供的优质服务和良好的购物体验！期待再次光顾！💖,Shipping,好评,0.8,物流也很快,8900a912-c566-4461-ad49-5c89b82beda4
680af08c90094dcb8b88477f,这款商品真的太棒了！👍 包装非常仔细，物流也很快📦。产品品质非常高，效果超出预期😊。强烈推荐给大家使用！感谢店家提供的优质服务和良好的购物体验！期待再次光顾！💖,Product Quality,好评,0.9,产品品质非常高,8900a912-c566-4461-ad49-5c89b82beda4
680af08c90094dcb8b88477f,这款商品真的太棒了！👍 包装非常仔细，物流也很快📦。产品品质非常高，效果超出预期😊。强烈推荐给大家使用！感谢店家提供的优质服务和良好的购物体验！期待再次光顾！💖,Effectiveness,好评,0.9,效果超出预期,8900a912-c566-4461-ad49-5c89b82beda4
680af08c90094dcb8b88477f,这款商品真的太棒了！👍 包装非常仔细，物流也很快📦。产品品质非常高，效果超出预期😊。强烈推荐给大家使用！感谢店家提供的优质服务和良好的购物体验！期待再次光顾！💖,Customer Service,好评,0.9,感谢店家提供的优质服务和良好的购物体验,8900a912-c566-4461-ad49-5c89b82beda4
680af08e90094dcb8b884780,挺好，物有所值，值得购买，还会再买，好，物有所值，值得购买，还会再买,音质表现,好评,0.9,挺好，物有所值，值得购买，还会再买，好，物有所值，值得购买，还会再买,3abc74ca-ab39-4c12-815b-c4c6fb0dd42e
680af08e90094dcb8b884780,挺好，物有所值，值得购买，还会再买，好，物有所值，值得购买，还会再买,性价比,好评,0.8,挺好，物有所值，值得购买，还会再买，好，物有所值，值得购买，还会再买,3abc74ca-ab39-4c12-815b-c4c6fb0dd42e
680af08e90094dcb8b884781,这款扩音器小巧便携，方便携带，很方便哦,Portability,好评,0.9,小巧便携，方便携带,45330b55-19ff-4cfb-8433-1ee465cca81c
680af08f90094dcb8b884782,- 效果不错，声音很大声，机身小巧可爱，声音清楚,音质,好评,0.9,效果不错，声音很大声，声音清楚,56ed00c1-ec55-44b4-b36d-e7027d89988c
680af08f90094dcb8b884782,- 效果不错，声音很大声，机身小巧可爱，声音清楚,外观设计,好评,0.8,机身小巧可爱,56ed00c1-ec55-44b4-b36d-e7027d89988c
680af09190094dcb8b884783,小蜜蜂收到啦，特地使用了几天再来评价的，声音很大，还可以当音响用，颜值很高，背着也很小巧,音质表现,好评,0.9,声音很大，还可以当音响用,92cb50b8-c533-4879-9809-4dbd8ea62081
680af09190094dcb8b884783,小蜜蜂收到啦，特地使用了几天再来评价的，声音很大，还可以当音响用，颜值很高，背着也很小巧,外观设计,好评,0.8,颜值很高，背着也很小巧,92cb50b8-c533-4879-9809-4dbd8ea62081
680af09290094dcb8b884784,这款扩音器很漂亮，声音大，无啸叫。值得购买，强力推荐,音质,好评,0.9,声音大，无啸叫,e48bde66-90f9-4609-9f7c-262128ff75fb
680af09290094dcb8b884784,这款扩音器很漂亮，声音大，无啸叫。值得购买，强力推荐,外观设计,好评,0.8,很漂亮,e48bde66-90f9-4609-9f7c-262128ff75fb
680af09290094dcb8b884785,外观时尚，轻便实用，还有家电补贴。总的来说，价格相当不错。,外观设计,好评,0.8,外观时尚，轻便实用,72bb63db-cc09-45c1-a1f6-f88cf1f4e537
680af09290094dcb8b884785,外观时尚，轻便实用，还有家电补贴。总的来说，价格相当不错。,便携性能,好评,0.7,外观时尚，轻便实用,72bb63db-cc09-45c1-a1f6-f88cf1f4e537
680af09290094dcb8b884785,外观时尚，轻便实用，还有家电补贴。总的来说，价格相当不错。,价格优势,好评,0.9,总的来说，价格相当不错,72bb63db-cc09-45c1-a1f6-f88cf1f4e537
680af09490094dcb8b884786,"- 物流快
包装完整
产品非常可爱小巧",Shipping,好评,0.9,物流快,9a369855-a84e-47a0-ba79-201375d435e6
680af09490094dcb8b884786,"- 物流快
包装完整
产品非常可爱小巧",Packaging,好评,0.8,包装完整,9a369855-a84e-47a0-ba79-201375d435e6
680af09490094dcb8b884786,"- 物流快
包装完整
产品非常可爱小巧",Design,好评,0.85,产品非常可爱小巧,9a369855-a84e-47a0-ba79-201375d435e6
680af09590094dcb8b884788,- 质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实。,Quality,好评,0.9,质量非常好，与卖家描述的完全一致，真的很喜欢,4f6f8599-97a8-42f5-9dc0-816a2d5df16b
680af09590094dcb8b884788,- 质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实。,Delivery Speed,好评,0.8,发货速度非常快,4f6f8599-97a8-42f5-9dc0-816a2d5df16b
680af09590094dcb8b884788,- 质量非常好，与卖家描述的完全一致，真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实。,Packaging,好评,0.7,包装非常仔细、严实,4f6f8599-97a8-42f5-9dc0-816a2d5df16b
680af09690094dcb8b884789,用了半个月的飞利浦无线小蜜蜂，忍不住来夸夸这个宝藏设备！首先颜值就戳中我，巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。最惊艳的是音质表现！15米内收音稳如老狗。上周在公园录vlog，周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉，直播2小时没出现断连或电流声。续航更是硬核！,Portability,好评,0.9,巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。,d1b3f30e-0310-4057-b88b-d85d5a63845d
680af09690094dcb8b884789,用了半个月的飞利浦无线小蜜蜂，忍不住来夸夸这个宝藏设备！首先颜值就戳中我，巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。最惊艳的是音质表现！15米内收音稳如老狗。上周在公园录vlog，周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉，直播2小时没出现断连或电流声。续航更是硬核！,Audio Quality,好评,0.85,最惊艳的是音质表现！15米内收音稳如老狗。周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。,d1b3f30e-0310-4057-b88b-d85d5a63845d
680af09690094dcb8b884789,用了半个月的飞利浦无线小蜜蜂，忍不住来夸夸这个宝藏设备！首先颜值就戳中我，巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。最惊艳的是音质表现！15米内收音稳如老狗。上周在公园录vlog，周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉，直播2小时没出现断连或电流声。续航更是硬核！,Design,好评,0.8,颜值就戳中我。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉。,d1b3f30e-0310-4057-b88b-d85d5a63845d
680af09690094dcb8b884789,用了半个月的飞利浦无线小蜜蜂，忍不住来夸夸这个宝藏设备！首先颜值就戳中我，巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。最惊艳的是音质表现！15米内收音稳如老狗。上周在公园录vlog，周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉，直播2小时没出现断连或电流声。续航更是硬核！,Connection,好评,0.75,直播2小时没出现断连或电流声。,d1b3f30e-0310-4057-b88b-d85d5a63845d
680af09690094dcb8b884789,用了半个月的飞利浦无线小蜜蜂，忍不住来夸夸这个宝藏设备！首先颜值就戳中我，巴掌大的体积放包里完全不占空间，户外拍摄带着它就像多带了一台手机，轻到忘记存在感。最惊艳的是音质表现！15米内收音稳如老狗。上周在公园录vlog，周围小孩嬉闹声、风声全被它的智能降噪过滤掉，人声清晰到像在耳边说话。领夹麦克风设计贴心，别在衣领上隐形又牢固，跑步转身都不会掉，直播2小时没出现断连或电流声。续航更是硬核！,Battery Life,好评,0.75,续航更是硬核！,d1b3f30e-0310-4057-b88b-d85d5a63845d
680af09690094dcb8b88478a,颜值很高 好看好看,外观设计,好评,0.9,颜值很高,4e1eb0cb-5747-49ab-b891-b3ff7b783fad
680af09690094dcb8b88478b,- 效果可以，外观好看,音质效果,好评,0.9,效果可以,8358b2c3-a997-4c29-8b96-adc2f6ca6765
680af09690094dcb8b88478b,- 效果可以，外观好看,外观设计,好评,0.8,外观好看,8358b2c3-a997-4c29-8b96-adc2f6ca6765
680af09890094dcb8b88478c,还不错👍👍👍颜值很高,外观设计,好评,0.85,颜值很高,3b23906d-8f10-4e80-995c-da01e8ccbc71
680af09990094dcb8b88478d,不错不错，声音很大，上课可以省很多力气了,音质,好评,0.9,声音很大,44bb1ab8-7c07-430f-b78c-fb97dd6b5c45
680af09990094dcb8b88478d,不错不错，声音很大，上课可以省很多力气了,便携性,好评,0.8,上课可以省很多力气了,44bb1ab8-7c07-430f-b78c-fb97dd6b5c45
680af09a90094dcb8b884790,这款扩音器外形小巧玲珑，音质很好不失真。尤其是蓝牙外放，声音很大很清楚。上课携带很方便。性价比很高，值得购买！,音质,好评,0.85,音质很好不失真。尤其是蓝牙外放，声音很大很清楚。,fc2c61b3-db6d-4516-806c-7294908e3eb8
680af09a90094dcb8b884790,这款扩音器外形小巧玲珑，音质很好不失真。尤其是蓝牙外放，声音很大很清楚。上课携带很方便。性价比很高，值得购买！,外形设计,好评,0.75,外形小巧玲珑。,fc2c61b3-db6d-4516-806c-7294908e3eb8
680af09a90094dcb8b884790,这款扩音器外形小巧玲珑，音质很好不失真。尤其是蓝牙外放，声音很大很清楚。上课携带很方便。性价比很高，值得购买！,便携性,好评,0.8,上课携带很方便。,fc2c61b3-db6d-4516-806c-7294908e3eb8
680af09a90094dcb8b884790,这款扩音器外形小巧玲珑，音质很好不失真。尤其是蓝牙外放，声音很大很清楚。上课携带很方便。性价比很高，值得购买！,性价比,好评,0.9,性价比很高，值得购买！,fc2c61b3-db6d-4516-806c-7294908e3eb8
680af09a90094dcb8b884791,主要是样子好看，音量还可以，有个小小的建议，要是在赠送一个耳机话筒用的海绵就好了。,外观设计,好评,0.9,主要是样子好看,d6363836-020b-46ff-ac68-c5f91d6a3e31
680af09a90094dcb8b884791,主要是样子好看，音量还可以，有个小小的建议，要是在赠送一个耳机话筒用的海绵就好了。,音质表现,中评,0.7,音量还可以,d6363836-020b-46ff-ac68-c5f91d6a3e31
680af09a90094dcb8b884791,主要是样子好看，音量还可以，有个小小的建议，要是在赠送一个耳机话筒用的海绵就好了。,配件建议,好评,0.8,要是在赠送一个耳机话筒用的海绵就好了,d6363836-020b-46ff-ac68-c5f91d6a3e31
680af09c90094dcb8b884793,好用的，无线的领夹很方便,无线连接性,好评,0.9,无线的领夹很方便,50c4ab83-194f-45b4-af0b-ee53c685c52f
680af09c90094dcb8b884794,美观大方，声音清晰洪亮，上课用着无压力，无线麦更方便。,外观设计,好评,0.8,美观大方,2d816347-5e23-402c-9acf-cf238630acb9
680af09c90094dcb8b884794,美观大方，声音清晰洪亮，上课用着无压力，无线麦更方便。,声音质量,好评,0.9,声音清晰洪亮,2d816347-5e23-402c-9acf-cf238630acb9
680af09c90094dcb8b884794,美观大方，声音清晰洪亮，上课用着无压力，无线麦更方便。,使用体验,好评,0.7,上课用着无压力，无线麦更方便,2d816347-5e23-402c-9acf-cf238630acb9
680af09d90094dcb8b884795,产品非常好，声音特别亮，没有嘈杂音。和好多同事一起买的，成为了学校专属，推荐购买,sound_quality,好评,0.9,声音特别亮，没有嘈杂音,fae9fd55-df65-480a-8c07-7774edbd3c24
680af09d90094dcb8b884795,产品非常好，声音特别亮，没有嘈杂音。和好多同事一起买的，成为了学校专属，推荐购买,portability,好评,0.7,成为了学校专属,fae9fd55-df65-480a-8c07-7774edbd3c24
680af09e90094dcb8b884796,已收到颜色挺好看,颜色外观,好评,0.9,已收到颜色挺好看,ba939778-8355-419a-91d2-59d75d566c81
680af09e90094dcb8b884797,好看，非常精致小巧，可以连蓝牙当音响使用，刚刚收到，希望使用起来和外表一样好。,外观设计,好评,0.9,好看，非常精致小巧,2176105e-d8ae-43f7-b79c-39b06415b75a
680af09e90094dcb8b884797,好看，非常精致小巧，可以连蓝牙当音响使用，刚刚收到，希望使用起来和外表一样好。,音响效果,好评,0.8,可以连蓝牙当音响使用,2176105e-d8ae-43f7-b79c-39b06415b75a
680af09f90094dcb8b884799,买了这款扩音器，感觉性价比很高。它的声音很大声，而且很清晰,音质,好评,0.9,它的声音很大声，而且很清晰,fedca909-e3f7-4dce-8d4f-c77a10fa98c8
680af09f90094dcb8b884799,买了这款扩音器，感觉性价比很高。它的声音很大声，而且很清晰,性价比,好评,0.8,感觉性价比很高,fedca909-e3f7-4dce-8d4f-c77a10fa98c8
680af0a090094dcb8b88479a,"- 声音好听
做工质感：好",声音表现,好评,0.9,声音好听,5e02a627-03e8-4a4b-946d-42ab41b5b8dd
680af0a090094dcb8b88479a,"- 声音好听
做工质感：好",产品质感,好评,0.8,做工质感：好,5e02a627-03e8-4a4b-946d-42ab41b5b8dd
680af0a290094dcb8b88479b,颜值很高，音质很清晰，没有嗡嗡声，话筒靠近没有啸叫声,音质,好评,0.9,音质很清晰，没有嗡嗡声,a88c510c-4737-4730-ab6c-effc042562c1
680af0a290094dcb8b88479b,颜值很高，音质很清晰，没有嗡嗡声，话筒靠近没有啸叫声,外观设计,好评,0.8,颜值很高,a88c510c-4737-4730-ab6c-effc042562c1
680af0a290094dcb8b88479b,颜值很高，音质很清晰，没有嗡嗡声，话筒靠近没有啸叫声,话筒设计,好评,0.7,话筒靠近没有啸叫声,a88c510c-4737-4730-ab6c-effc042562c1
680af0a290094dcb8b88479c,小巧可爱，颜值很高，声音响亮，轻松覆盖60多人的大班。,外观设计,好评,0.9,小巧可爱，颜值很高,887b7d0e-3ff1-445c-bd28-6bdcf5c363e3
680af0a290094dcb8b88479c,小巧可爱，颜值很高，声音响亮，轻松覆盖60多人的大班。,音质表现,好评,0.8,声音响亮,887b7d0e-3ff1-445c-bd28-6bdcf5c363e3
